pool_address,block_number,block_time,tx_hash,qty0,qty1
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3835085e+07,2023-02-12 09:54:22.000 UTC,0x5ada2b11e07ba37e896220aac043abcbed2a2d9d49e02d0a06e254e9d53058a1,997140152744852,1697977
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3837586e+07,2023-02-12 10:09:58.000 UTC,0xdbfccafa8468e318fb2645575f09fccf6ded9c91466f8bc787c81abd7ad490ed,384806967762327,653826
0x9ee23e9ea484d1206dfe2707ac24861cc32111a3,7.3839276e+07,2023-02-12 10:19:45.000 UTC,0x6fbfc9547f65d4f6f86277992d1d604326a12b436aef6a31c53d4f470589ffee,35536218,35833450936737056664
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3842767e+07,2023-02-12 10:41:28.000 UTC,0x9ae91babfa90d3415d0b0f3581d428829081fca8ae8273bc3731865bac66b3f8,657646455278095,1119536
0x427464d9434f99a3d942c60210ee2376166975ce,7.3844669e+07,2023-02-12 10:53:00.000 UTC,0xb75ca37148679c55f6fdf2018cb615b01896e1d789695ce2fee0b7a1d2c13652,14942142,14944096839439710116
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3846084e+07,2023-02-12 11:02:19.000 UTC,0xb7ee7aaaf4a39ae9dadbc69bf01c128fd57d384b72ac6d95a3d9f14c5615127c,276507577498498,470390
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3847923e+07,2023-02-12 11:12:55.000 UTC,0x890b7265baceb1933cda7d99272b41dc0c0d938a5bd4b10c3ade28253a02ba48,381057207659496,647445
0xda74db17023750d02b83be2559a4eaa013b65c54,7.3855291e+07,2023-02-12 12:04:43.000 UTC,0x16c492b0f26cac9b12d4d4919f53ad2facff44dff52382e1155eaa4624e5d238,20236306392024279,22415446634261060
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3861092e+07,2023-02-12 12:40:11.000 UTC,0x297adda7ce5bd9b4679dcef3e4391f8048b23cd66a1eee94de659f0e9a3d3cc8,840742068502115,1422747
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3863883e+07,2023-02-12 12:53:31.000 UTC,0x27fe2cb7a2cc8582c34963f53f8efb9af1d5c27f9639f490f703ae00eaca5d25,249210630610973,420459
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3863883e+07,2023-02-12 12:53:31.000 UTC,0x27fe2cb7a2cc8582c34963f53f8efb9af1d5c27f9639f490f703ae00eaca5d25,0,0
0xda74db17023750d02b83be2559a4eaa013b65c54,7.3865619e+07,2023-02-12 13:04:37.000 UTC,0x73299f80ffd568a1788a2f01bad318cdbb1ddffd24aa06ddedf78836d541792e,2569563829721004,2846285687258036
